,Produit,NumTicket
19529,cilantro,4076
19530,vinegar,4078
19531,pepper,4078
19532,onion,4078
19533,bacon,4078
19534,chicken_broth,4078
19535,red_wine,4078
19536,cayenne,4078
19537,pepper,4085
19538,onion,4085
19539,beef,4085
19540,potato,4085
19541,corn,4085
19542,cilantro,4085
19543,celery,4085
19544,cilantro,4087
19545,onion,4087
19546,potato,4087
19547,lime_juice,4087
19548,fish,4087
19549,cayenne,4087
19550,pepper,4087
19551,olive_oil,4088
19552,pepper,4088
19553,vinegar,4088
19554,red_wine,4088
19555,parsley,4088
19556,cumin,4088
19557,garlic,4088
19558,olive_oil,4089
19559,wheat,4089
19560,onion,4089
19561,vinegar,4089
19562,yeast,4089
19563,cayenne,4089
19564,parsley,4089
19565,olive_oil,4092
19566,pepper,4092
19567,chicken_broth,4092
19568,onion,4092
19569,lima_bean,4092
19570,corn,4092
19571,squash,4092
19572,butter,4093
19573,wheat,4093
19574,cocoa,4093
19575,carrot,4093
19576,vegetable_oil,4093
19577,egg,4093
19578,milk,4093
19579,tomato,4094
19580,pepper,4094
19581,green_bell_pepper,4094
19582,onion,4094
19583,chicken_broth,4094
19584,parsley,4094
19585,celery,4094
19586,cilantro,4095
19587,onion,4095
19588,potato,4095
19589,black_pepper,4095
19590,corn,4095
19591,avocado,4095
19592,garlic,4095
19593,cheese,4096
19594,wheat,4096
19595,milk_fat,4096
19596,swiss_cheese,4096
19597,lard,4096
19598,egg,4096
19599,milk,4096
19600,tomato,4097
19601,cheese,4097
19602,onion,4097
19603,cayenne,4097
19604,corn,4097
19605,black_pepper,4097
19606,milk_fat,4097
19607,tomato,4098
19608,olive_oil,4098
19609,pepper,4098
19610,apple,4098
19611,onion,4098
19612,vinegar,4098
19613,carrot,4098
19614,butter,4099
19615,pepper,4099
19616,onion,4099
19617,shallot,4099
19618,lime_juice,4099
19619,cayenne,4099
19620,white_wine,4099
19621,vinegar,4100
19622,pork,4100
19623,wheat,4100
19624,onion,4100
19625,orange_juice,4100
19626,black_pepper,4100
19627,cumin,4100
19628,olive_oil,4101
19629,vinegar,4101
19630,red_wine,4101
19631,black_pepper,4101
19632,parsley,4101
19633,cumin,4101
19634,garlic,4101
19635,olive_oil,4102
19636,onion,4102
19637,black_bean,4102
19638,orange_juice,4102
19639,cayenne,4102
19640,cumin,4102
19641,carrot,4102
19642,tomato,4103
19643,pepper,4103
19644,ham,4103
19645,onion,4103
19646,black_bean,4103
19647,cayenne,4103
19648,cilantro,4103
19649,butter,4106
19650,tomato,4106
19651,cane_molasses,4106
19652,green_bell_pepper,4106
19653,onion,4106
19654,vinegar,4106
19655,cayenne,4106
19656,tomato,4107
19657,olive_oil,4107
19658,pepper,4107
19659,cauliflower,4107
19660,milk,4107
19661,carrot,4107
19662,garlic,4107
19663,olive_oil,4108
19664,pepper,4108
19665,onion,4108
19666,vinegar,4108
19667,black_bean,4108
19668,corn,4108
19669,red_wine,4108
19670,tomato,4109
19671,olive_oil,4109
19672,lemon,4109
19673,onion,4109
19674,fish,4109
19675,squid,4109
19676,white_wine,4109
19677,tomato,4110
19678,vinegar,4110
19679,pepper,4110
19680,celery_oil,4110
19681,corn,4110
19682,gelatin,4110
19683,garlic,4110
19684,olive_oil,4112
19685,pepper,4112
19686,onion,4112
19687,thyme,4112
19688,parsley,4112
19689,liver,4112
19690,basil,4112
19691,olive_oil,4113
19692,potato,4113
19693,black_pepper,4113
19694,parsley,4113
19695,port_wine,4113
19696,garlic,4113
19697,sherry,4113
19698,tomato,4114
19699,olive_oil,4114
19700,green_bell_pepper,4114
19701,onion,4114
19702,thyme,4114
19703,fennel,4114
19704,garlic,4114
19705,tomato,4115
19706,olive_oil,4115
19707,green_bell_pepper,4115
19708,lemon,4115
19709,onion,4115
19710,squid,4115
19711,saffron,4115
19712,grape_juice,4116
19713,avocado,4116
19714,black_pepper,4116
19715,scallion,4116
19716,garlic,4116
19717,bell_pepper,4116
19718,vegetable_oil,4116
19719,olive_oil,4118
19720,vinegar,4118
19721,almond,4118
19722,artichoke,4118
19723,saffron,4118
19724,white_wine,4118
19725,bell_pepper,4118
19726,tomato,4119
19727,vinegar,4119
19728,green_bell_pepper,4119
19729,onion,4119
19730,olive_oil,4119
19731,scallion,4119
19732,garlic,4119
19733,tomato,4120
19734,olive_oil,4120
19735,green_bell_pepper,4120
19736,onion,4120
19737,vinegar,4120
19738,potato,4120
19739,bell_pepper,4120
19740,olive_oil,4121
19741,pepper,4121
19742,wheat,4121
19743,thyme,4121
19744,onion,4121
19745,bacon,4121
19746,chicken_broth,4121
19747,tomato,4123
19748,cane_molasses,4123
19749,cilantro,4123
19750,green_bell_pepper,4123
19751,onion,4123
19752,beef,4123
19753,vinegar,4123
19754,lemon,4124
19755,apple,4124
19756,peach,4124
19757,red_wine,4124
19758,cinnamon,4124
19759,banana,4124
19760,lime,4124
19761,tomato,4125
19762,olive_oil,4125
19763,squid,4125
19764,saffron,4125
19765,shrimp,4125
19766,garlic,4125
19767,bell_pepper,4125
19768,tomato,4127
19769,pepper,4127
19770,green_bell_pepper,4127
19771,onion,4127
19772,bacon,4127
19773,chicken_broth,4127
19774,cayenne,4127
19775,tomato,4128
19776,vinegar,4128
19777,pepper,4128
19778,green_bell_pepper,4128
19779,onion,4128
19780,olive_oil,4128
19781,tabasco_pepper,4128
19782,tomato,4130
19783,olive_oil,4130
19784,onion,4130
19785,bacon,4130
19786,black_pepper,4130
19787,parsley,4130
19788,cucumber,4130
19789,butter,4131
19790,olive_oil,4131
19791,onion,4131
19792,cayenne,4131
19793,black_pepper,4131
19794,tomato,4131
19795,vegetable,4131
19796,tomato,4132
19797,olive_oil,4132
19798,pepper,4132
19799,onion,4132
19800,potato,4132
19801,scallion,4132
19802,egg,4132
19803,butter,4133
19804,olive_oil,4133
19805,pepper,4133
19806,wheat,4133
19807,onion,4133
19808,potato,4133
19809,raisin,4133
19810,olive_oil,4134
19811,pepper,4134
19812,wheat,4134
19813,onion,4134
19814,vinegar,4134
19815,chicken_broth,4134
19816,red_wine,4134
19817,orange_juice,4135
19818,lemon_juice,4135
19819,lemon,4135
19820,cherry,4135
19821,red_wine,4135
19822,brandy,4135
19823,orange,4135
19824,tomato,4137
19825,coriander,4137
19826,pepper,4137
19827,lemon,4137
19828,onion,4137
19829,tarragon,4137
19830,fenugreek,4137
19831,butter,4138
19832,pepper,4138
19833,onion,4138
19834,potato,4138
19835,cayenne,4138
19836,bacon,4138
19837,parsley,4138
19838,cane_molasses,4139
19839,vinegar,4139
19840,wheat,4139
19841,ginger,4139
19842,buttermilk,4139
19843,cinnamon,4139
19844,lard,4139
19845,olive_oil,4140
19846,lemon,4140
19847,onion,4140
19848,chicken_broth,4140
19849,black_pepper,4140
19850,parsley,4140
19851,saffron,4140
19852,olive_oil,4142
19853,green_bell_pepper,4142
19854,onion,4142
19855,beef,4142
19856,bay,4142
19857,cocoa,4142
19858,carrot,4142
19859,vinegar,4143
19860,green_bell_pepper,4143
19861,onion,4143
19862,corn,4143
19863,black_pepper,4143
19864,bay,4143
19865,garlic,4143
19866,olive_oil,4144
19867,pepper,4144
19868,kale,4144
19869,onion,4144
19870,chicken_broth,4144
19871,saffron,4144
19872,bay,4144
19873,coriander,4145
19874,olive_oil,4145
19875,pepper,4145
19876,lemon,4145
19877,onion,4145
19878,fenugreek,4145
19879,mint,4145
19880,tomato,4146
19881,olive_oil,4146
19882,lemon,4146
19883,smoke,4146
19884,onion,4146
19885,fish,4146
19886,saffron,4146
19887,tomato,4148
19888,onion,4148
19889,starch,4148
19890,cayenne,4148
19891,cumin,4148
19892,garlic,4148
19893,cinnamon,4148
19894,tomato,4149
19895,olive_oil,4149
19896,lemon,4149
19897,onion,4149
19898,thyme,4149
19899,chicken_broth,4149
19900,squid,4149
19901,tomato,4150
19902,olive_oil,4150
19903,pepper,4150
19904,onion,4150
19905,potato,4150
19906,chickpea,4150
19907,carrot,4150
19908,tomato,4151
19909,olive_oil,4151
19910,green_bell_pepper,4151
19911,onion,4151
19912,vinegar,4151
19913,cucumber,4151
19914,garlic,4151
19915,tomato,4152
19916,olive_oil,4152
19917,green_bell_pepper,4152
19918,lemon,4152
19919,onion,4152
19920,dill,4152
19921,black_pepper,4152
19922,pork,4153
19923,ham,4153
19924,cayenne,4153
19925,saffron,4153
19926,bay,4153
19927,bean,4153
19928,bell_pepper,4153
19929,olive_oil,4154
19930,wheat,4154
19931,beef,4154
19932,onion,4154
19933,vinegar,4154
19934,raisin,4154
19935,black_pepper,4154
19936,olive_oil,4155
19937,pepper,4155
19938,ham,4155
19939,onion,4155
19940,potato,4155
19941,cayenne,4155
19942,parsley,4155
19943,tomato,4158
19944,olive_oil,4158
19945,green_bell_pepper,4158
19946,wheat,4158
19947,apple,4158
19948,onion,4158
19949,vinegar,4158
19950,olive_oil,4160
19951,onion,4160
19952,cayenne,4160
19953,orange_juice,4160
19954,lime_juice,4160
19955,parsley,4160
19956,black_pepper,4160
19957,watermelon,4161
19958,olive_oil,4161
19959,onion,4161
19960,lime_juice,4161
19961,orange_juice,4161
19962,cayenne,4161
19963,parsley,4161
19964,tomato,4164
19965,pepper,4164
19966,green_bell_pepper,4164
19967,onion,4164
19968,nut,4164
19969,garlic,4164
19970,nutmeg,4164
19971,tomato,4165
19972,pepper,4165
19973,onion,4165
19974,potato,4165
19975,garlic,4165
19976,lentil,4165
19977,pork_sausage,4165
19978,tomato,4166
19979,vinegar,4166
19980,green_bell_pepper,4166
19981,celery_oil,4166
19982,onion,4166
19983,corn,4166
19984,cayenne,4166
19985,tomato,4167
19986,vinegar,4167
19987,pepper,4167
19988,green_bell_pepper,4167
19989,tarragon,4167
19990,onion,4167
19991,red_wine,4167
19992,tomato,4169
19993,olive_oil,4169
19994,green_bell_pepper,4169
19995,vinegar,4169
19996,red_wine,4169
19997,cumin,4169
19998,scallion,4169
19999,coriander,4170
20000,fenugreek,4170
20001,pepper,4170
20002,clam,4170
20003,mushroom,4170
20004,onion,4170
20005,olive_oil,4170
20006,tomato,4171
20007,olive_oil,4171
20008,pepper,4171
20009,clam,4171
20010,wheat,4171
20011,onion,4171
20012,chicken_broth,4171
20013,tomato,4172
20014,olive_oil,4172
20015,thyme,4172
20016,lima_bean,4172
20017,saffron,4172
20018,bean,4172
20019,garlic,4172
20020,olive_oil,4173
20021,pepper,4173
20022,cayenne,4173
20023,cilantro,4173
20024,garlic,4173
20025,bell_pepper,4173
20026,bread,4173
20027,olive_oil,4174
20028,ham,4174
20029,onion,4174
20030,potato,4174
20031,bacon,4174
20032,bell_pepper,4174
20033,egg,4174
20034,olive_oil,4175
20035,pepper,4175
20036,beef,4175
20037,onion,4175
20038,parsley,4175
20039,white_wine,4175
20040,bell_pepper,4175
20041,red_wine,4177
20042,lemon,4177
20043,apple,4177
20044,cherry,4177
20045,orange_juice,4177
20046,brandy,4177
20047,pineapple,4177
20048,olive_oil,4178
20049,black_pepper,4178
20050,parsley,4178
20051,shrimp,4178
20052,garlic,4178
20053,bell_pepper,4178
20054,sherry,4178
20055,tomato,4179
20056,olive_oil,4179
20057,pepper,4179
20058,wheat,4179
20059,ham,4179
20060,onion,4179
20061,yeast,4179
20062,green_bell_pepper,4182
20063,onion,4182
20064,beef,4182
20065,potato,4182
20066,soy_sauce,4182
20067,cayenne,4182
20068,leek,4182
20069,butter,4187
20070,coriander,4187
20071,pepper,4187
20072,wheat,4187
20073,onion,4187
20074,fenugreek,4187
20075,chicken_broth,4187
20076,wheat,4188
20077,apple,4188
20078,yeast,4188
20079,raisin,4188
20080,currant,4188
20081,vegetable_oil,4188
20082,egg,4188
20083,tomato,4189
20084,wheat,4189
20085,onion,4189
20086,beef,4189
20087,potato,4189
20088,black_pepper,4189
20089,swiss_cheese,4189
20090,cane_molasses,4191
20091,butter,4191
20092,wheat,4191
20093,apple,4191
20094,yeast,4191
20095,blueberry,4191
20096,nutmeg,4191
20097,cane_molasses,4192
20098,wheat,4192
20099,citrus,4192
20100,raisin,4192
20101,walnut,4192
20102,buttermilk,4192
20103,nutmeg,4192
20104,wheat,4195
20105,apple,4195
20106,yeast,4195
20107,raisin,4195
20108,vegetable_oil,4195
20109,egg,4195
20110,milk,4195
20111,wheat,4196
20112,apple,4196
20113,vanilla,4196
20114,cinnamon,4196
20115,lard,4196
20116,egg,4196
20117,milk,4196
20118,butter,4197
20119,wheat,4197
20120,apple,4197
20121,chicken_broth,4197
20122,bacon,4197
20123,cream,4197
20124,egg,4197
20125,butter,4200
20126,cane_molasses,4200
20127,wheat,4200
20128,yeast,4200
20129,corn,4200
20130,cinnamon,4200
20131,egg,4200
20132,butter,4201
20133,lemon_juice,4201
20134,wheat,4201
20135,apple,4201
20136,cinnamon,4201
20137,lard,4201
20138,egg,4201
20139,cane_molasses,4202
20140,butter,4202
20141,wheat,4202
20142,citrus,4202
20143,almond,4202
20144,ginger,4202
20145,nutmeg,4202
20146,butter,4205
20147,cane_molasses,4205
20148,wheat,4205
20149,almond,4205
20150,ginger,4205
20151,cinnamon,4205
20152,egg,4205
20153,butter,4206
20154,lemon_juice,4206
20155,wheat,4206
20156,vanilla,4206
20157,lemon,4206
20158,egg,4206
20159,corn,4206
20160,butter,4207
20161,cane_molasses,4207
20162,wheat,4207
20163,apple,4207
20164,oat,4207
20165,nutmeg,4207
20166,cinnamon,4207
20167,butter,4209
20168,cane_molasses,4209
20169,wheat,4209
20170,yeast,4209
20171,cinnamon,4209
20172,egg,4209
20173,milk,4209
20174,butter,4217
20175,tomato,4217
20176,wheat,4217
20177,beef,4217
20178,onion,4217
20179,black_pepper,4217
20180,parsley,4217
20181,butter,4220
20182,wheat,4220
20183,vanilla,4220
20184,walnut,4220
20185,cream_cheese,4220
20186,pineapple,4220
20187,egg,4220
20188,butter,4224
20189,pork,4224
20190,beef,4224
20191,onion,4224
20192,starch,4224
20193,cardamom,4224
20194,bread,4224
20195,butter,4233
20196,lemon_juice,4233
20197,wheat,4233
20198,fish,4233
20199,black_pepper,4233
20200,sherry,4233
20201,egg,4233
20202,butter,4241
20203,wheat,4241
20204,yeast,4241
20205,vanilla,4241
20206,pecan,4241
20207,cinnamon,4241
20208,lemon,4241
20209,cane_molasses,4242
20210,vinegar,4242
20211,pork,4242
20212,wheat,4242
20213,onion,4242
20214,beef,4242
20215,parsley,4242
20216,butter,4243
20217,pork,4243
20218,wheat,4243
20219,onion,4243
20220,pepper,4243
20221,veal,4243
20222,egg,4243
20223,tomato,4246
20224,vinegar,4246
20225,green_bell_pepper,4246
20226,celery_oil,4246
20227,onion,4246
20228,beet,4246
20229,corn,4246
20230,butter,4247
20231,wheat,4247
20232,yeast,4247
20233,cardamom,4247
20234,currant,4247
20235,egg,4247
20236,milk,4247
20237,dill,4249
20238,pepper,4249
20239,fish,4249
20240,caviar,4249
20241,vegetable_oil,4249
20242,egg,4249
20243,cream,4249
20244,cane_molasses,4256
20245,caraway,4256
20246,wheat,4256
20247,yeast,4256
20248,fennel,4256
20249,seed,4256
20250,rye_flour,4256
20251,butter,4260
20252,wheat,4260
20253,yeast,4260
20254,cardamom,4260
20255,pear,4260
20256,egg,4260
20257,milk,4260
20258,butter,4262
20259,wheat,4262
20260,corn,4262
20261,black_pepper,4262
20262,ginger,4262
20263,cinnamon,4262
20264,egg,4262
20265,cardamom,4264
20266,almond,4264
20267,raisin,4264
20268,port_wine,4264
20269,brandy,4264
20270,cinnamon,4264
20271,orange,4264
20272,butter,4265
20273,cane_molasses,4265
20274,wheat,4265
20275,apple,4265
20276,vanilla,4265
20277,walnut,4265
20278,nutmeg,4265
20279,butter,4266
20280,lemon,4266
20281,cardamom,4266
20282,raisin,4266
20283,wheat,4266
20284,egg,4266
20285,milk,4266
20286,butter,4276
20287,wheat,4276
20288,yeast,4276
20289,raisin,4276
20290,saffron,4276
20291,egg,4276
20292,milk,4276
20293,butter,4279
20294,cardamom,4279
20295,milk_fat,4279
20296,seed,4279
20297,cinnamon,4279
20298,rice,4279
20299,milk,4279
20300,butter,4280
20301,wheat,4280
20302,yeast,4280
20303,citrus,4280
20304,cherry,4280
20305,raisin,4280
20306,cardamom,4280
20307,cane_molasses,4284
20308,butter,4284
20309,wheat,4284
20310,mustard,4284
20311,onion,4284
20312,vanilla,4284
20313,parsley,4284
20314,butter,4288
20315,wheat,4288
20316,potato,4288
20317,black_pepper,4288
20318,pea,4288
20319,bean,4288
20320,carrot,4288
20321,butter,4291
20322,pork,4291
20323,ham,4291
20324,shallot,4291
20325,black_pepper,4291
20326,parsley,4291
20327,garlic,4291
20328,butter,4297
20329,dill,4297
20330,wheat,4297
20331,onion,4297
20332,beef,4297
20333,potato,4297
20334,parsley,4297
20335,butter,4298
20336,caraway,4298
20337,wheat,4298
20338,yeast,4298
20339,honey,4298
20340,seed,4298
20341,rye_flour,4298
20342,butter,4299
20343,wheat,4299
20344,starch,4299
20345,vanilla,4299
20346,yeast,4299
20347,cocoa,4299
20348,egg,4299
20349,butter,4305
20350,wheat,4305
20351,carrot,4305
20352,turnip,4305
20353,cinnamon,4305
20354,egg,4305
20355,milk,4305
20356,butter,4306
20357,cane_molasses,4306
20358,caraway,4306
20359,wheat,4306
20360,yeast,4306
20361,cumin,4306
20362,buttermilk,4306
20363,butter,4307
20364,starch,4307
20365,cardamom,4307
20366,vanilla,4307
20367,yeast,4307
20368,egg,4307
20369,milk,4307
20370,red_wine,4308
20371,rum,4308
20372,almond,4308
20373,raisin,4308
20374,port_wine,4308
20375,brandy,4308
20376,fruit,4308
20377,almond,4309
20378,cardamom,4309
20379,red_wine,4309
20380,raisin,4309
20381,port_wine,4309
20382,cinnamon,4309
20383,orange,4309
20384,cane_molasses,4315
20385,butter,4315
20386,wheat,4315
20387,citrus,4315
20388,almond,4315
20389,ginger,4315
20390,nutmeg,4315
20391,butter,4321
20392,wheat,4321
20393,cardamom,4321
20394,buttermilk,4321
20395,lard,4321
20396,vegetable,4321
20397,egg,4321
20398,vanilla,4323
20399,bitter_orange,4323
20400,strawberry,4323
20401,brandy,4323
20402,orange,4323
20403,yogurt,4323
20404,cream,4323
20405,pork,4325
20406,beef,4325
20407,wheat,4325
20408,rutabaga,4325
20409,onion,4325
20410,potato,4325
20411,black_pepper,4325
20412,butter,4326
20413,wheat,4326
20414,onion,4326
20415,potato,4326
20416,black_pepper,4326
20417,parsley,4326
20418,celery,4326
20419,orange_peel,4330
20420,bourbon_whiskey,4330
20421,rum,4330
20422,cardamom,4330
20423,almond,4330
20424,raisin,4330
20425,port_wine,4330
20426,butter,4333
20427,caraway,4333
20428,wheat,4333
20429,vanilla,4333
20430,walnut,4333
20431,seed,4333
20432,egg,4333
20433,vinegar,4334
20434,pepper,4334
20435,caraway,4334
20436,wheat,4334
20437,bacon,4334
20438,seed,4334
20439,cabbage,4334
20440,butter,4335
20441,dill,4335
20442,wheat,4335
20443,beef,4335
20444,onion,4335
20445,yeast,4335
20446,sage,4335
20447,butter,4337
20448,wheat,4337
20449,corn,4337
20450,orange_juice,4337
20451,ginger,4337
20452,cinnamon,4337
20453,orange,4337
20454,coriander,4338
20455,fenugreek,4338
20456,pepper,4338
20457,cream,4338
20458,ham,4338
20459,cumin,4338
20460,port_wine,4338
20461,cane_molasses,4341
20462,butter,4341
20463,wheat,4341
20464,vanilla,4341
20465,walnut,4341
20466,egg,4341
20467,banana,4341
20468,vinegar,4345
20469,pepper,4345
20470,mustard,4345
20471,onion,4345
20472,olive_oil,4345
20473,red_wine,4345
20474,garlic,4345
20475,vinegar,4350
20476,wheat,4350
20477,yeast,4350
20478,raisin,4350
20479,nutmeg,4350
20480,cinnamon,4350
20481,egg,4350
20482,butter,4352
20483,wheat,4352
20484,beef,4352
20485,onion,4352
20486,potato,4352
20487,black_pepper,4352
20488,celery,4352
20489,butter,4354
20490,wheat,4354
20491,cardamom,4354
20492,ginger,4354
20493,nutmeg,4354
20494,cinnamon,4354
20495,orange,4354
20496,butter,4355
20497,wheat,4355
20498,yeast,4355
20499,cardamom,4355
20500,vanilla,4355
20501,egg,4355
20502,milk,4355
20503,butter,4358
20504,cane_molasses,4358
20505,wheat,4358
20506,cardamom,4358
20507,corn,4358
20508,ginger,4358
20509,cinnamon,4358
20510,butter,4359
20511,cane_molasses,4359
20512,wheat,4359
20513,yeast,4359
20514,almond,4359
20515,raisin,4359
20516,cinnamon,4359
20517,wheat,4360
20518,beef,4360
20519,onion,4360
20520,parsley,4360
20521,cereal,4360
20522,chicken,4360
20523,egg,4360
20524,butter,4363
20525,wheat,4363
20526,yeast,4363
20527,cardamom,4363
20528,almond,4363
20529,egg,4363
20530,milk,4363
20531,butter,4366
20532,wheat,4366
20533,vanilla,4366
20534,cocoa,4366
20535,hazelnut,4366
20536,egg,4366
20537,cream,4366
20538,vinegar,4371
20539,pepper,4371
20540,wheat,4371
20541,onion,4371
20542,raisin,4371
20543,cucumber,4371
20544,bell_pepper,4371
20545,vinegar,4375
20546,pork,4375
20547,wheat,4375
20548,beef,4375
20549,cider,4375
20550,black_pepper,4375
20551,carrot,4375
20552,cane_molasses,4376
20553,vinegar,4376
20554,pork,4376
20555,lemon_juice,4376
20556,onion,4376
20557,soy_sauce,4376
20558,black_pepper,4376
20559,butter,4377
20560,coconut,4377
20561,lemon,4377
20562,vanilla,4377
20563,mozzarella_cheese,4377
20564,wheat,4377
20565,egg,4377
20566,scallion,4378
20567,pork,4378
20568,soy_sauce,4378
20569,black_pepper,4378
20570,shrimp,4378
20571,carrot,4378
20572,cabbage,4378
20573,scallion,4379
20574,sesame_oil,4379
20575,mushroom,4379
20576,sake,4379
20577,soy_sauce,4379
20578,cayenne,4379
20579,ginger,4379
20580,vinegar,4381
20581,soy_sauce,4381
20582,black_pepper,4381
20583,ginger,4381
20584,bay,4381
20585,garlic,4381
20586,chicken,4381
20587,tomato,4383
20588,pepper,4383
20589,beef,4383
20590,onion,4383
20591,potato,4383
20592,garlic,4383
20593,vegetable_oil,4383
20594,vinegar,4384
20595,pork,4384
20596,wheat,4384
20597,meat,4384
20598,chicken_broth,4384
20599,cider,4384
20600,coconut,4384
20601,lemon,4385
20602,onion,4385
20603,soy_sauce,4385
20604,carrot,4385
20605,garlic,4385
20606,vegetable_oil,4385
20607,chicken,4385
20608,lemon_juice,4386
20609,wheat,4386
20610,raisin,4386
20611,mango,4386
20612,cinnamon,4386
20613,vegetable_oil,4386
20614,egg,4386
20615,butter,4389
20616,mustard,4389
20617,onion,4389
20618,starch,4389
20619,parsley,4389
20620,cucumber,4389
20621,chive,4389
20622,coriander,4390
20623,cane_molasses,4390
20624,pork,4390
20625,onion,4390
20626,soy_sauce,4390
20627,black_pepper,4390
20628,cumin,4390
20629,vinegar,4392
20630,soy_sauce,4392
20631,black_pepper,4392
20632,bay,4392
20633,honey,4392
20634,garlic,4392
20635,chicken,4392
20636,butter,4393
20637,coconut,4393
20638,wheat,4393
20639,mustard,4393
20640,onion,4393
20641,corn,4393
20642,parsley,4393
20643,vinegar,4394
20644,onion,4394
20645,soy_sauce,4394
20646,cayenne,4394
20647,bay,4394
20648,garlic,4394
20649,chicken,4394
20650,tomato,4396
20651,pepper,4396
20652,onion,4396
20653,beef,4396
20654,potato,4396
20655,fish,4396
20656,garlic,4396
20657,tomato,4399
20658,beef,4399
20659,onion,4399
20660,bean,4399
20661,garlic,4399
20662,vegetable_oil,4399
20663,tamarind,4399
20664,vinegar,4400
20665,roasted_pork,4400
20666,soy_sauce,4400
20667,black_pepper,4400
20668,bay,4400
20669,garlic,4400
20670,vegetable_oil,4400
20671,pork,4402
20672,onion,4402
20673,soy_sauce,4402
20674,black_pepper,4402
20675,scallion,4402
20676,carrot,4402
20677,garlic,4402
20678,scallion,4404
20679,pork,4404
20680,onion,4404
20681,soy_sauce,4404
20682,black_pepper,4404
20683,shrimp,4404
20684,carrot,4404
20685,vinegar,4406
20686,olive_oil,4406
20687,cider,4406
20688,soy_sauce,4406
20689,black_pepper,4406
20690,bay,4406
20691,garlic,4406
20692,pork,4408
20693,rice,4408
20694,onion,4408
20695,chicken_broth,4408
20696,ginger,4408
20697,shrimp,4408
20698,garlic,4408
20699,tomato,4409
20700,vinegar,4409
20701,pork,4409
20702,celery_oil,4409
20703,soy_sauce,4409
20704,black_pepper,4409
20705,bay,4409
20706,onion,4410
20707,soy_sauce,4410
20708,black_pepper,4410
20709,celery,4410
20710,bean,4410
20711,carrot,4410
20712,garlic,4410
20713,pork,4411
20714,beef,4411
20715,mushroom,4411
20716,soy_sauce,4411
20717,black_pepper,4411
20718,scallion,4411
20719,bean,4411
20720,pork,4412
20721,beef,4412
20722,onion,4412
20723,soy_sauce,4412
20724,black_pepper,4412
20725,carrot,4412
20726,garlic,4412
20727,green_bell_pepper,4413
20728,beef,4413
20729,onion,4413
20730,potato,4413
20731,black_pepper,4413
20732,carrot,4413
20733,vegetable_oil,4413
20734,tomato,4415
20735,vinegar,4415
20736,cane_molasses,4415
20737,celery_oil,4415
20738,soy_sauce,4415
20739,cayenne,4415
20740,prawn,4415
20741,butter,4416
20742,wheat,4416
20743,rum,4416
20744,vanilla,4416
20745,banana,4416
20746,egg,4416
20747,milk,4416
20748,onion,4417
20749,starch,4417
20750,soy_sauce,4417
20751,black_pepper,4417
20752,garlic,4417
20753,vegetable_oil,4417
20754,chicken,4417
20755,tomato,4418
20756,peanut_oil,4418
20757,pepper,4418
20758,vinegar,4418
20759,shallot,4418
20760,cayenne,4418
20761,shrimp,4418
20762,beef,4419
20763,macadamia_nut,4419
20764,shallot,4419
20765,cayenne,4419
20766,shrimp,4419
20767,garlic,4419
20768,galanga,4419
20769,rice,4420
20770,onion,4420
20771,chicken_broth,4420
20772,cayenne,4420
20773,scallion,4420
20774,garlic,4420
20775,cinnamon,4420
20776,tomato,4422
20777,peanut_oil,4422
20778,lemon_juice,4422
20779,onion,4422
20780,soy_sauce,4422
20781,black_pepper,4422
20782,cumin,4422
20783,tomato,4423
20784,pepper,4423
20785,sesame_oil,4423
20786,onion,4423
20787,soy_sauce,4423
20788,cayenne,4423
20789,celery,4423
20790,coriander,4424
20791,butter,4424
20792,pork,4424
20793,lemon_juice,4424
20794,peanut,4424
20795,soy_sauce,4424
20796,ginger,4424
20797,olive_oil,4425
20798,lemon_juice,4425
20799,peanut,4425
20800,soy_sauce,4425
20801,cayenne,4425
20802,scallion,4425
20803,honey,4425
20804,cane_molasses,4427
20805,vinegar,4427
20806,coriander,4427
20807,beef,4427
20808,onion,4427
20809,cayenne,4427
20810,parsley,4427
20811,butter,4428
20812,pepper,4428
20813,onion,4428
20814,cardamom,4428
20815,cayenne,4428
20816,ginger,4428
20817,cottage_cheese,4428
20818,olive_oil,4429
20819,pepper,4429
20820,wheat,4429
20821,onion,4429
20822,beef,4429
20823,cardamom,4429
20824,cumin,4429
20825,olive_oil,4433
20826,onion,4433
20827,potato,4433
20828,black_pepper,4433
20829,cumin,4433
20830,carrot,4433
20831,cabbage,4433
20832,tomato,4434
20833,fenugreek,4434
20834,pepper,4434
20835,onion,4434
20836,potato,4434
20837,black_pepper,4434
20838,ginger,4434
20839,feta_cheese,4438
20840,black_pepper,4438
20841,ginger,4438
20842,pecan,4438
20843,chicken,4438
20844,raspberry,4438
20845,cayenne,4438
20846,olive_oil,4441
20847,pepper,4441
20848,onion,4441
20849,thyme,4441
20850,potato,4441
20851,white_wine,4441
20852,chickpea,4441
20853,butter,4443
20854,cane_molasses,4443
20855,wheat,4443
20856,vanilla,4443
20857,oat,4443
20858,nutmeg,4443
20859,egg,4443
20860,vinegar,4444
20861,onion,4444
20862,mushroom,4444
20863,nut,4444
20864,cider,4444
20865,grapefruit,4444
20866,sesame_seed,4444
20867,cane_molasses,4450
20868,butter,4450
20869,wheat,4450
20870,roasted_peanut,4450
20871,vanilla,4450
20872,cocoa,4450
